id	hit_freq	conf_freq	approve_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resign_freq	travel_freq	trade_freq	health_freq	politics_freq	social_freq	connection	sender	addressee	pair	year	decennium	quinquennial	sender_birth	addressee_birth_date	sender_generation	addressee_generation	sender_is_older	sender_over_40	addressee_over_40	age_gap_over_20	age_gap	gender_sender	gender_addressee	gender_pair
70	1.69	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	CHRISTOPHER BLACKWOOD JR	"SAMUEL JEAKE JR", "CHRISTOPHER BLACKWOOD JR"	1678	1670-1679	1675-1679	1652	1650	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	2	MALE	MALE	MALE-MALE
71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	CHRISTOPHER BLACKWOOD JR	SAMUEL JEAKE JR	"CHRISTOPHER BLACKWOOD JR", "SAMUEL JEAKE JR"	1678	1670-1679	1675-1679	1650	1652	1640-1680	1640-1680	TRUE	FALSE	FALSE	FALSE	2	MALE	MALE	MALE-MALE
72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	CHRISTOPHER BLACKWOOD JR	"SAMUEL JEAKE JR", "CHRISTOPHER BLACKWOOD JR"	1678	1670-1679	1675-1679	1652	1650	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	2	MALE	MALE	MALE-MALE
73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1678	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		MALE	MALE	MALE-MALE
74	20.59	0.00	0.00	0.00	0.00	0.00	6.88	0.00	13.75	6.88	0.00	0.00	0.00	0.00	6.88	EXTENDED FAMILY	ELIZABETH DIGHTON	SAMUEL JEAKE JR	"ELIZABETH DIGHTON", "SAMUEL JEAKE JR"	1678	1670-1679	1675-1679	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	FEMALE	MALE	FEMALE-MALE
75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1678	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		MALE	MALE	MALE-MALE
76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1678	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		MALE	MALE	MALE-MALE
77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1678	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		MALE	MALE	MALE-MALE
78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1678	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		MALE	MALE	MALE-MALE
79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JOHN COOKE	SAMUEL JEAKE JR	"JOHN COOKE", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
80	16.48	0.00	16.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.48	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	SAMUEL JEAKE JR	JOHN COOKE	"SAMUEL JEAKE JR", "JOHN COOKE"	1679	1670-1679	1675-1679	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK	UNK		MALE	MALE	MALE-MALE
81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	SAMUEL JEAKE JR	JOHN JEWELL	"SAMUEL JEAKE JR", "JOHN JEWELL"	1679	1670-1679	1675-1679	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK	UNK		MALE	MALE	MALE-MALE
82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	SAMUEL JEAKE JR	MAJOR CHILDS	"SAMUEL JEAKE JR", "MAJOR CHILDS"	1679	1670-1679	1675-1679	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK	UNK		MALE	MALE	MALE-MALE
83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	WILLIAM DELAMARE	SAMUEL JEAKE JR	"WILLIAM DELAMARE", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	RICHARD PICKERSGILL	SAMUEL JEAKE JR	"RICHARD PICKERSGILL", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JAMES LE GRIELL	SAMUEL JEAKE JR	"JAMES LE GRIELL", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	BERNARD COUDERT	SAMUEL JEAKE JR	"BERNARD COUDERT", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	MICHEL SAVARY	SAMUEL JEAKE JR	"MICHEL SAVARY", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	JAMES AND JOHN HAYS	SAMUEL JEAKE JR	"JAMES AND JOHN HAYS", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	SAMUEL JEAKE JR	PETER SWYMMER	"SAMUEL JEAKE JR", "PETER SWYMMER"	1679	1670-1679	1675-1679	1652	UNK	1640-1680	1600-1640	FALSE	FALSE	UNK	UNK		MALE	MALE	MALE-MALE
90	16.48	0.00	16.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.48	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	BERNARD COUDERT	SAMUEL JEAKE JR	"BERNARD COUDERT", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		MALE	MALE	MALE-MALE
92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	ELIZABETH MACKLEY	SAMUEL JEAKE JR	"ELIZABETH MACKLEY", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		FEMALE	MALE	FEMALE-MALE
93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	ELIZABETH MACKLEY	SAMUEL JEAKE JR	"ELIZABETH MACKLEY", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		FEMALE	MALE	FEMALE-MALE
94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		MALE	MALE	MALE-MALE
95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK		MALE	MALE	MALE-MALE
96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	THOMAS MORRIS	SAMUEL JEAKE JR	"THOMAS MORRIS", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	D. LESPORT	SAMUEL JEAKE JR	"D. LESPORT", "SAMUEL JEAKE JR"	1679	1670-1679	1675-1679	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	RICHARD PICKERSGILL	SAMUEL JEAKE JR	"RICHARD PICKERSGILL", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	ELIZABETH DIGHTON	SAMUEL JEAKE JR	"ELIZABETH DIGHTON", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	FEMALE	MALE	FEMALE-MALE
101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
102	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
103	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	ANN WIGHTMAN	SAMUEL JEAKE JR	"ANN WIGHTMAN", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		FEMALE	MALE	FEMALE-MALE
104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
105	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	ANN WIGHTMAN	SAMUEL JEAKE JR	"ANN WIGHTMAN", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		FEMALE	MALE	FEMALE-MALE
106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	CHRISTOPHER BLACKWOOD JR	SAMUEL JEAKE JR	"CHRISTOPHER BLACKWOOD JR", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	1650	1652	1640-1680	1640-1680	TRUE	FALSE	FALSE	FALSE	2	MALE	MALE	MALE-MALE
107	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	ANN WIGHTMAN	SAMUEL JEAKE JR	"ANN WIGHTMAN", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		FEMALE	MALE	FEMALE-MALE
108	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
109	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	MICHEL SAVARY	SAMUEL JEAKE JR	"MICHEL SAVARY", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	MARK CHISWELL	SAMUEL JEAKE JR	"MARK CHISWELL", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1680	1680-1689	1680-1684	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
114	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
115	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
116	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"		1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
117	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	ANN WIGHTMAN	SAMUEL JEAKE JR	"ANN WIGHTMAN", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		FEMALE	MALE	FEMALE-MALE
118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	ELIZABETH DIGHTON	SAMUEL JEAKE JR	"ELIZABETH DIGHTON", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	FEMALE	MALE	FEMALE-MALE
119	0.00	0.00	6.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.88	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
120	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"		1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
121	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
122	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
123	6.86	0.00	0.00	0.00	0.00	0.00	6.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.88	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
124	6.86	0.00	6.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.88	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"	1681	1680-1689	1680-1684	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
