id	hit_freq	conf_freq	approve_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resign_freq	travel_freq	trade_freq	health_freq	politics_freq	social_freq	connection	sender	addressee	pair	year	decennium	quinquennial	sender_birth	addressee_birth_date	sender_generation	addressee_generation	sender_is_older	sender_over_40	addressee_over_40	age_gap_over_20	age_gap	gender_sender	gender_addressee	gender_pair
187	3.37	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.46	0.00	0.00	FAMILY	SAMUEL JEAKE SR	SAMUEL JEAKE JR	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	MALE	MALE	MALE-MALE
188	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
189	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN JAYE	SAMUEL JEAKE JR	"JOHN JAYE", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
190	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	MARK CHISWELL	SAMUEL JEAKE JR	"MARK CHISWELL", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
191	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE SR	SAMUEL JEAKE JR	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	MALE	MALE	MALE-MALE
192	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN MACKLEY	SAMUEL JEAKE JR	"JOHN MACKLEY", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	UNK	1652	1640-1680	1640-1680	FALSE	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
193	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1685	1680-1689	1685-1689	1652	1667	1640-1680	1640-1680	TRUE	FALSE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	SAMUEL JEAKE JR	"ELIZABETH JEAKE", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1667	1652	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	15	FEMALE	MALE	FEMALE-MALE
196	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JOHN JAYE	SAMUEL JEAKE JR	"JOHN JAYE", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
197	10.54	0.00	0.00	0.00	0.00	0.00	10.54	0.00	0.00	0.00	0.00	10.54	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
198	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
199	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	BARBARA HARTSHORNE AND SAMUEL JEAKE JR	"THOMAS MILLER", "BARBARA HARTSHORNE AND SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	MULT	1640-1680	1640-1680	MULT	TRUE	MULT	UNK		MALE	MULT	MALE-MULT
200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
201	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	1.73	0.00	0.00	FAMILY	SAMUEL JEAKE SR	SAMUEL JEAKE JR	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	MALE	MALE	MALE-MALE
202	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
203	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
204	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE SR	SAMUEL JEAKE JR	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	MALE	MALE	MALE-MALE
205	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE SR	SAMUEL JEAKE JR	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	MALE	MALE	MALE-MALE
206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
207	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
210	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
211	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE SR	SAMUEL JEAKE JR	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	1685	1680-1689	1685-1689	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	MALE	MALE	MALE-MALE
212	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1686	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
213	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	RICHARD FREEBODY	SAMUEL JEAKE JR	"RICHARD FREEBODY", "SAMUEL JEAKE JR"	1686	1680-1689	1685-1689	UNK	1652	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE SR	SAMUEL JEAKE JR	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	1686	1680-1689	1685-1689	1623	1652	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	29	MALE	MALE	MALE-MALE
215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EXTENDED FAMILY	JAMES WIGHTMAN	SAMUEL JEAKE JR	"JAMES WIGHTMAN", "SAMUEL JEAKE JR"	1686	1680-1689	1685-1689	UNK	1652	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
216	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; FRIEND	THOMAS MILLER	SAMUEL JEAKE JR	"THOMAS MILLER", "SAMUEL JEAKE JR"	1686	1680-1689	1685-1689	1644	1652	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	8	MALE	MALE	MALE-MALE
217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1686	1680-1689	1685-1689	1652	1667	1640-1680	1640-1680	TRUE	FALSE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
218	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	SAMUEL JEAKE JR	"ELIZABETH JEAKE", "SAMUEL JEAKE JR"	1686	1680-1689	1685-1689	1667	1652	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	15	FEMALE	MALE	FEMALE-MALE
219	1.69	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	FAMILY	ELIZABETH JEAKE	SAMUEL JEAKE JR	"ELIZABETH JEAKE", "SAMUEL JEAKE JR"	1686	1680-1689	1685-1689	1667	1652	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	15	FEMALE	MALE	FEMALE-MALE
220	1.69	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1686	1680-1689	1685-1689	1652	1667	1640-1680	1640-1680	TRUE	FALSE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
221	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	NATHANIEL HARTSHORNE	ELIZABETH JEAKE	"NATHANIEL HARTSHORNE", "ELIZABETH JEAKE"				1644	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	TRUE	23	MALE	FEMALE	MALE-FEMALE
222	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1696	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
223	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.46	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1696	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
225	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
227	1.69	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
229	3.37	0.00	0.00	0.00	0.00	3.46	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
233	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
238	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
240	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
