id	hit_freq	conf_freq	approve_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resign_freq	travel_freq	trade_freq	health_freq	politics_freq	social_freq	connection	sender	addressee	pair	year	quinquennial	decennium	sender_birth	addressee_birth_date	sender_generation	addressee_generation	sender_is_older	sender_over_40	addressee_over_40	age_gap_over_20	age_gap	gender_sender	gender_addressee	gender_pair
SB_M_250	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	FREDERICK & GODSCHALL	LM	"FREDERICK & GODSCHALL", "LM"	1675	1675-1679	1670-1679	MULT	1637	UNK	1600-1640	MULT	MULT	FALSE	UNK		MALE	FEMALE	MALE-FEMALE
SB_M_251	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	LM	"JEAN & HENDRIK VAN BAERLE", "LM"	1675	1675-1679	1670-1679	MULT	1637	UNK	1600-1640	MULT	MULT	FALSE	UNK		MALE	FEMALE	MALE-FEMALE
SB_M_253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	3.66	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	LM	"JOHAN ARNOLDT FONCK", "LM"	1675	1675-1679	1670-1679	UNK	1637	UNK	1600-1640	FALSE	UNK	FALSE	UNK		MALE	FEMALE	MALE-FEMALE
SB_M_256	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	JD	"PETER CAULIER", "JD"	1675	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	FEMALE	MALE-FEMALE
SB_M_258	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	FREDERICK & GODSCHALL	LM	"FREDERICK & GODSCHALL", "LM"	1675	1675-1679	1670-1679	MULT	1637	UNK	1600-1640	MULT	MULT	FALSE	UNK		MALE	FEMALE	MALE-FEMALE
SB_M_26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & DAVID VAN BAERLE	CM	"JEAN & DAVID VAN BAERLE", "CM"	1668	1665-1669	1660-1669	MULT	1633	UNK	1600-1640	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_263	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	1.83	0.00	1.83	1.83	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1675	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	FALSE	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_264	1.83	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	JD	"JOHAN ARNOLDT FONCK", "JD"	1675	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.25	FAMILY	TIMOTHY LANNOY & JOHN BURKIN	LM	"TIMOTHY LANNOY & JOHN BURKIN", "LM"	1675	1675-1679	1670-1679	MULT	1637	UNK	1600-1640	MULT	MULT	FALSE	UNK		MALE	FEMALE	MALE-FEMALE
SB_M_266	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	WILLEM MOMMA	LM	"WILLEM MOMMA", "LM"	1675	1675-1679	1670-1679	1601	1637	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	36	MALE	FEMALE	MALE-FEMALE
SB_M_268	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	JD	"JOHAN ARNOLDT FONCK", "JD"	1675	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_269	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	JD	"STEVEN DE GEER", "JD"	1676	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	11	MALE	MALE	MALE-MALE
SB_M_27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	CM	"WILLIAM SKINNER", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_271	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	BUSINESS; AGENT	DAVID VAN BAERLE	LM	"DAVID VAN BAERLE", "LM"	1675	1675-1679	1670-1679	UNK	1637	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	FEMALE	MALE-FEMALE
SB_M_272	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1676	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	JD	"STEVEN DE GEER", "JD"	1676	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	11	MALE	MALE	MALE-MALE
SB_M_274	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	JD	"PETER CAULIER", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_276	1.63	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	HENDRIK CLETCHER	JD	"HENDRIK CLETCHER", "JD"	1676	1675-1679	1670-1679	1623	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	17	MALE	MALE	MALE-MALE
SB_M_279	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	JD	"STEVEN DE GEER", "JD"	1676	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	11	MALE	MALE	MALE-MALE
SB_M_28	9.83	0.00	0.00	4.91	0.00	0.00	4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ROBERT OURSEL	CM	"ROBERT OURSEL", "CM"	1668	1665-1669	1660-1669	1634	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	1	MALE	MALE	MALE-MALE
SB_M_281	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1676	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_283	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	WILLEM MOMMA	LM	"WILLEM MOMMA", "LM"	1676	1675-1679	1670-1679	1601	1637	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	36	MALE	FEMALE	MALE-FEMALE
SB_M_284	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	PHILIP BOTTE	JD	"PHILIP BOTTE", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_285	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_287	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	BUSINESS; AGENT	DAVID VAN BAERLE	JD	"DAVID VAN BAERLE", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_289	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	2.34	0.00	0.00	BUSINESS; AGENT	DAVID VAN BAERLE	JD	"DAVID VAN BAERLE", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_290	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	HENDRIK CLETCHER	JD	"HENDRIK CLETCHER", "JD"	1676	1675-1679	1670-1679	1623	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	17	MALE	MALE	MALE-MALE
SB_M_294	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	WILLEM MOMMA	LM	"WILLEM MOMMA", "LM"	1676	1675-1679	1670-1679	1601	1637	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	36	MALE	FEMALE	MALE-FEMALE
SB_M_295	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	FREDERICK & GODSCHALL	JD	"FREDERICK & GODSCHALL", "JD"	1676	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_301	5.49	0.00	0.00	0.00	0.00	1.83	3.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	EGIDIO RULAND	JD	"EGIDIO RULAND", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	TRUE	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	WILLEM MOMMA	LM	"WILLEM MOMMA", "LM"	1676	1675-1679	1670-1679	1601	1637	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	36	MALE	FEMALE	MALE-FEMALE
SB_M_306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	JD	"STEVEN DE GEER", "JD"	1676	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	11	MALE	MALE	MALE-MALE
SB_M_307	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1676	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	FALSE	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_308	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1676	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	UNK	TRUE	FALSE	TRUE	36	MALE	MALE	MALE-MALE
SB_M_309	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	DAVID VAN BAERLE	JD	"DAVID VAN BAERLE", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	CM	"STEVEN DE GEER", "CM"	1668	1665-1669	1660-1669	1629	1633	1600-1640	1600-1640	TRUE	FALSE	FALSE	FALSE	4	MALE	MALE	MALE-MALE
SB_M_312	22.25	0.00	0.00	0.00	0.00	0.00	22.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	TIMOTHY LANNOY & JOHN BURKIN	JD	"TIMOTHY LANNOY & JOHN BURKIN", "JD"	1676	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.25	0.00	0.00	0.00	0.00	FAMILY	TIMOTHY LANNOY & JOHN BURKIN	JD	"TIMOTHY LANNOY & JOHN BURKIN", "JD"	1676	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_313_b	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	TIMOTHY LANNOY & JOHN BURKIN	JD	"SAMUEL LANNOY", "JD"	1676	1675-1679	1670-1679	MULT	1641	UNK	1640-1681	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_314	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1676	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	UNK	TRUE	FALSE	TRUE	36	MALE	MALE	MALE-MALE
SB_M_315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1676	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	36	FEMALE	MALE	FEMALE-MALE
SB_M_317	2.34	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_319	38.49	0.00	0.00	0.00	0.00	12.83	25.66	0.00	0.00	0.00	12.83	0.00	0.00	0.00	0.00	FRIEND	BENJAMIN BEUZELIN & SON	JD	"BENJAMIN BEUZELIN & SON", "JD"	1676	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_32	4.89	0.00	0.00	0.00	0.00	1.63	3.26	0.00	0.00	0.00	3.26	1.63	0.00	0.00	0.00	BUSINESS; PRINCIPAL	TAR COMPANY DIRECTORS	CM	"TAR COMPANY DIRECTORS", "CM"	1668	1665-1669	1660-1669	MULT	1633	1600-1640	1600-1640	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.89	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	JD	"STEVEN DE GEER", "JD"	1676	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	11	MALE	MALE	MALE-MALE
SB_M_321	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	2.34	0.00	BUSINESS; AGENT	WILLIAM SKINNER	JD	"WILLIAM SKINNER", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_327	2.34	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	2.34	2.34	BUSINESS; AGENT	FREDERICK & GODSCHALL	JD	"FREDERICK & GODSCHALL", "JD"	1676	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_328	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	BUSINESS; AGENT	DAVID VAN BAERLE	JD	"DAVID VAN BAERLE", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_329	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	JEAN & HENDRIK VAN BAERLE	JD	"JEAN & HENDRIK VAN BAERLE", "JD"	1677	1675-1679	1670-1679	MULT	1640	UNK	1640-1680	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	TAR COMPANY DIRECTORS	CM	"TAR COMPANY DIRECTORS", "CM"	1668	1665-1669	1660-1669	MULT	1633	1600-1640	1600-1640	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM SKINNER	JD	"WILLIAM SKINNER", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_331	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	GEORGE RICHARDS	JD	"GEORGE RICHARDS", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_332	1.83	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1677	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1677	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	36	FEMALE	MALE	FEMALE-MALE
SB_M_336	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	STEVEN DE GEER	JD	"STEVEN DE GEER", "JD"	1677	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	11	MALE	MALE	MALE-MALE
SB_M_339	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	DAVID VAN BAERLE	JD	"DAVID VAN BAERLE", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CORRESPONDENT	ROBERT OURSEL	CM	"ROBERT OURSEL", "CM"	1668	1665-1669	1660-1669	1634	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	1	MALE	MALE	MALE-MALE
